group,sentence,construction
38,Don rubbed Jason with some soup.,with-applicative
39,Doug bought Tom some ink.,ditransitive
39,Jerry offered Charlie some gin.,ditransitive
39,Don threw Eric some milk.,ditransitive
39,Edward handed Jason some paint.,ditransitive
39,Fred sent some soup to Bob.,to-dative
39,James kicked some juice to Aaron.,to-dative
39,David tossed some water to Thomas.,to-dative
39,William chucked some syrup to Bill.,to-dative
39,Dylan dropped some soda on Joseph.,caused-motion
39,Chris splashed some gasoline on Eddie.,caused-motion
39,Michael poured some beer on George.,caused-motion
39,Harry sprinkled some oil on John.,caused-motion
39,Henry plastered Adam with some cream.,with-applicative
39,Joe covered Bruce with some tea.,with-applicative
39,Frank stained Mike with some wine.,with-applicative
39,Jack brushed Mark with some shampoo.,with-applicative
40,Chris served Adam some shampoo.,ditransitive
40,George brought Aaron some paint.,ditransitive
40,Mike handed Don some water.,ditransitive
40,Harry threw Jerry some cream.,ditransitive
40,Michael passed some ink to Eric.,to-dative
40,Eddie tossed some syrup to Mark.,to-dative
40,William sent some slime to Bill.,to-dative
40,Paul offered some oil to Bruce.,to-dative
40,Steve spilled some blood on Thomas.,caused-motion
40,Andrew poured some whisky on David.,caused-motion
40,James dumped some coffee on Jack.,caused-motion
40,Frank dropped some soda on Tom.,caused-motion
40,Charlie stained Jason with some beer.,with-applicative
40,John plastered Doug with some tea.,with-applicative
40,Edward rubbed Joseph with some bleach.,with-applicative
40,Bob sprayed Joe with some wine.,with-applicative
41,William sent Mike some beer.,ditransitive
41,Joseph threw Adam some acid.,ditransitive
41,Charlie brought Don some water.,ditransitive
41,Jason handed Eddie some bleach.,ditransitive
41,Edward kicked some soup to Jerry.,to-dative
41,Bruce tossed some syrup to Bill.,to-dative
41,Dylan chucked some wine to Steve.,to-dative
41,George gave some shampoo to Michael.,to-dative
41,Henry spilled some coffee on Doug.,caused-motion
41,John poured some cream on Aaron.,caused-motion
41,Thomas sprinkled some ink on Joe.,caused-motion
41,Andrew dropped some vodka on Chris.,caused-motion
41,Harry covered James with some gin.,with-applicative
41,Mark coated Frank with some whisky.,with-applicative
41,Fred sprayed Jack with some slime.,with-applicative
41,Paul stained Sam with some honey.,with-applicative
42,Bob sent James some cream.,ditransitive
42,Harry offered Henry some gin.,ditransitive
42,Don passed Paul some beer.,ditransitive
42,Eric threw Jerry some water.,ditransitive
42,Jason tossed some paint to Steve.,to-dative
42,Aaron chucked some wine to Andrew.,to-dative
42,Charlie handed some yogurt to Joe.,to-dative
42,Chris kicked some whisky to David.,to-dative
42,Doug dropped some bleach on Edward.,caused-motion
42,Bill splashed some oil on Tom.,caused-motion
42,Mike sprayed some acid on Thomas.,caused-motion
42,John spilled some juice on Mark.,caused-motion
42,Michael plastered Eddie with some ink.,with-applicative
42,Adam rubbed Fred with some vodka.,with-applicative
42,George dabbed Jack with some syrup.,with-applicative
42,Joseph coated Dylan with some coffee.,with-applicative
43,Fred threw Dylan some beer.,ditransitive
43,John lent Jack some soup.,ditransitive
43,Frank sent Joseph some acid.,ditransitive
43,Andrew bought Sam some wine.,ditransitive
43,Bob chucked some gasoline to Bill.,to-dative
43,Steve gave some bleach to Bruce.,to-dative
43,Henry offered some cream to Charlie.,to-dative
43,Doug kicked some shampoo to Mark.,to-dative
43,Tom sprinkled some paint on Jason.,caused-motion
43,Paul poured some coffee on Mike.,caused-motion
43,Aaron dropped some water on George.,caused-motion
43,Jerry sprayed some vodka on Don.,caused-motion
43,Harry brushed James with some milk.,with-applicative
43,David coated Chris with some slime.,with-applicative
43,Edward plastered Thomas with some syrup.,with-applicative
43,Eddie covered Adam with some gin.,with-applicative
44,Aaron offered Eric some milk.,ditransitive
44,Mark lent Joseph some tea.,ditransitive
44,Joe brought Steve some water.,ditransitive
44,Harry sent Jerry some bleach.,ditransitive
44,Bruce passed some beer to Adam.,to-dative
44,Charlie chucked some acid to Doug.,to-dative
44,Sam threw some coffee to David.,to-dative
44,James kicked some ink to Bill.,to-dative
44,George sprinkled some yogurt on Don.,caused-motion
44,Dylan poured some honey on Henry.,caused-motion
44,Tom spilled some gasoline on Jason.,caused-motion
44,Jack splashed some whisky on Eddie.,caused-motion
44,Andrew dabbed Michael with some soup.,with-applicative
44,Edward coated Fred with some oil.,with-applicative
44,Thomas plastered Chris with some syrup.,with-applicative
44,William rubbed Frank with some wine.,with-applicative
45,Aaron served Frank some paint.,ditransitive
45,Thomas lent Eddie some soda.,ditransitive
45,Jerry bought Michael some cream.,ditransitive
45,Mike threw Doug some wine.,ditransitive
45,David chucked some slime to John.,to-dative
45,Henry sent some bleach to Adam.,to-dative
45,Fred brought some beer to Joseph.,to-dative
45,Jack passed some tea to Bob.,to-dative
45,Eric splashed some whisky on Jason.,caused-motion
45,Bruce dropped some yogurt on George.,caused-motion
45,Dylan dumped some syrup on Harry.,caused-motion
45,Charlie poured some water on James.,caused-motion
45,Tom coated Edward with some shampoo.,with-applicative
45,William sprayed Steve with some blood.,with-applicative
45,Sam dabbed Chris with some acid.,with-applicative
45,Paul brushed Joe with some oil.,with-applicative
46,Tom offered Mark some tea.,ditransitive
46,George bought Joseph some acid.,ditransitive
46,Jack gave Chris some wine.,ditransitive
46,Harry lent Bob some slime.,ditransitive
46,Dylan handed some vodka to Eddie.,to-dative
46,David brought some milk to Thomas.,to-dative
46,Jason tossed some water to Sam.,to-dative
46,John kicked some juice to Aaron.,to-dative
46,Eric sprinkled some cream on Paul.,caused-motion
46,Andrew splashed some gin on Bruce.,caused-motion
46,Charlie poured some syrup on Don.,caused-motion
46,Mike dropped some soup on Steve.,caused-motion
46,Jerry sprayed Joe with some whisky.,with-applicative
46,Frank rubbed Doug with some yogurt.,with-applicative
46,James dabbed Henry with some coffee.,with-applicative
46,Adam plastered Fred with some oil.,with-applicative
47,Bruce passed Eric some gin.,ditransitive
47,Edward bought Aaron some tea.,ditransitive
47,Harry offered Adam some vodka.,ditransitive
47,John lent Paul some honey.,ditransitive
47,Doug chucked some soda to Charlie.,to-dative
47,Bob tossed some juice to Joseph.,to-dative
47,Eddie handed some milk to Chris.,to-dative
47,Frank threw some bleach to Tom.,to-dative
47,William sprayed some whisky on Thomas.,caused-motion
47,James sprinkled some oil on Mark.,caused-motion
47,David splashed some wine on Michael.,caused-motion
47,Andrew dropped some soup on Bill.,caused-motion
47,Sam coated Mike with some shampoo.,with-applicative
47,Jason covered Henry with some beer.,with-applicative
47,Steve stained Dylan with some cream.,with-applicative
47,Fred brushed Don with some slime.,with-applicative
48,Don gave Eddie some soup.,ditransitive
48,Jason bought Sam some water.,ditransitive
48,David served Adam some oil.,ditransitive
48,Harry passed Michael some syrup.,ditransitive
48,William handed some yogurt to Joe.,to-dative
48,Edward tossed some paint to George.,to-dative
48,Chris brought some cream to Dylan.,to-dative
48,Jerry offered some honey to Mike.,to-dative
48,John poured some gasoline on Steve.,caused-motion
48,Charlie spilled some bleach on Aaron.,caused-motion
48,Joseph sprinkled some whisky on Thomas.,caused-motion
48,Bob dumped some milk on Frank.,caused-motion
48,Eric stained Henry with some coffee.,with-applicative
48,Tom plastered Mark with some tea.,with-applicative
48,Jack dabbed James with some juice.,with-applicative
48,Paul brushed Andrew with some vodka.,with-applicative
49,Bruce handed Adam some gasoline.,ditransitive
49,Frank gave Andrew some coffee.,ditransitive
49,Mark served Jason some beer.,ditransitive
49,Edward passed Doug some oil.,ditransitive
49,Bob threw some soda to Bill.,to-dative
49,Paul offered some blood to Aaron.,to-dative
49,Joe chucked some shampoo to William.,to-dative
49,James kicked some cream to Don.,to-dative
49,John sprayed some juice on Thomas.,caused-motion
49,Jack poured some whisky on Michael.,caused-motion
49,Sam splashed some tea on Eddie.,caused-motion
49,Henry dumped some vodka on Fred.,caused-motion
49,Chris rubbed Tom with some paint.,with-applicative
49,George stained Jerry with some soup.,with-applicative
49,Harry plastered David with some wine.,with-applicative
49,Mike brushed Charlie with some water.,with-applicative
50,Joseph sent Paul some gasoline.,ditransitive
50,Don offered William some yogurt.,ditransitive
50,Mike threw John some water.,ditransitive
50,George passed Sam some soup.,ditransitive
50,Bob brought some soda to Harry.,to-dative
50,Doug chucked some ink to Henry.,to-dative
50,Thomas kicked some acid to Fred.,to-dative
50,Michael handed some cream to Aaron.,to-dative
50,Mark sprayed some honey on Eric.,caused-motion
50,Jerry spilled some blood on Chris.,caused-motion
50,Tom dropped some beer on Bill.,caused-motion
50,Eddie splashed some coffee on Dylan.,caused-motion
50,Jason stained Bruce with some tea.,with-applicative
50,Andrew covered James with some vodka.,with-applicative
50,David rubbed Charlie with some gin.,with-applicative
50,Edward brushed Adam with some paint.,with-applicative
51,Jason passed Paul some slime.,ditransitive
51,Joseph handed James some gasoline.,ditransitive
51,Michael lent William some water.,ditransitive
51,Mike gave David some blood.,ditransitive
51,Harry threw some acid to Jerry.,to-dative
51,Tom brought some coffee to Edward.,to-dative
51,Andrew tossed some yogurt to Bob.,to-dative
51,Jack sent some soda to Sam.,to-dative
51,Frank sprayed some whisky on Adam.,caused-motion
51,Aaron spilled some cream on Charlie.,caused-motion
51,Steve sprinkled some honey on Eric.,caused-motion
51,Mark dropped some shampoo on Chris.,caused-motion
51,Bruce stained George with some ink.,with-applicative
51,Fred dabbed Bill with some bleach.,with-applicative
51,Joe brushed Dylan with some wine.,with-applicative
51,Thomas coated Henry with some vodka.,with-applicative
52,Frank sent Steve some soup.,ditransitive
52,John handed Andrew some shampoo.,ditransitive
52,Tom brought Fred some whisky.,ditransitive
52,Bruce lent William some gin.,ditransitive
52,Dylan passed some gasoline to Joseph.,to-dative
52,Chris gave some syrup to Jerry.,to-dative
52,Doug tossed some honey to Harry.,to-dative
52,Mike chucked some slime to Bob.,to-dative
52,Mark sprinkled some juice on Eddie.,caused-motion
52,Edward spilled some bleach on Jack.,caused-motion
52,Joe splashed some milk on David.,caused-motion
52,Eric sprayed some water on Adam.,caused-motion
52,Henry coated James with some acid.,with-applicative
52,Michael rubbed Don with some beer.,with-applicative
52,Sam plastered Paul with some blood.,with-applicative
52,George dabbed Jason with some wine.,with-applicative
53,William brought Mark some soup.,ditransitive
53,Mike bought George some acid.,ditransitive
53,James threw Thomas some cream.,ditransitive
53,Dylan served Henry some gasoline.,ditransitive
53,Jack chucked some syrup to Bill.,to-dative
53,Tom kicked some bleach to Bob.,to-dative
53,Steve tossed some wine to Chris.,to-dative
53,Jason handed some slime to Eddie.,to-dative
53,Aaron sprayed some honey on David.,caused-motion
53,John dropped some water on Joe.,caused-motion
53,Sam sprinkled some juice on Paul.,caused-motion
53,Harry splashed some blood on Charlie.,caused-motion
53,Fred covered Don with some whisky.,with-applicative
53,Andrew coated Adam with some beer.,with-applicative
53,Bruce rubbed Michael with some shampoo.,with-applicative
53,Eric plastered Doug with some paint.,with-applicative
54,Tom passed Thomas some oil.,ditransitive
54,Don lent Jason some paint.,ditransitive
54,Doug sent Sam some bleach.,ditransitive
54,David brought Edward some water.,ditransitive
54,Charlie threw some wine to Bob.,to-dative
54,George handed some slime to Harry.,to-dative
54,William offered some gin to Eddie.,to-dative
54,Joe chucked some soup to Bill.,to-dative
54,Jerry sprinkled some honey on Adam.,caused-motion
54,Dylan poured some acid on Bruce.,caused-motion
54,Joseph dumped some whisky on Steve.,caused-motion
54,Jack sprayed some cream on Frank.,caused-motion
54,Mike rubbed John with some blood.,with-applicative
54,James dabbed Henry with some vodka.,with-applicative
54,Mark stained Aaron with some syrup.,with-applicative
54,Michael plastered Fred with some shampoo.,with-applicative
55,John bought William some water.,ditransitive
55,Charlie sent Joe some gasoline.,ditransitive
55,Dylan handed Bill some wine.,ditransitive
55,Sam gave Adam some whisky.,ditransitive
55,Aaron threw some slime to Joseph.,to-dative
55,Tom brought some beer to Bruce.,to-dative
55,George offered some tea to Doug.,to-dative
55,Bob tossed some blood to Thomas.,to-dative
55,Andrew poured some honey on David.,caused-motion
55,Jason dropped some ink on Edward.,caused-motion
55,Eric spilled some bleach on Don.,caused-motion
55,Frank dumped some yogurt on James.,caused-motion
55,Mike rubbed Steve with some soda.,with-applicative
55,Eddie brushed Harry with some milk.,with-applicative
55,Jack coated Paul with some cream.,with-applicative
55,Michael plastered Mark with some acid.,with-applicative
56,John lent Harry some milk.,ditransitive
56,Andrew passed Charlie some honey.,ditransitive
56,Jerry gave Joseph some ink.,ditransitive
56,Bill threw Jason some paint.,ditransitive
56,Adam sent some syrup to James.,to-dative
56,Michael tossed some oil to Frank.,to-dative
56,Henry brought some slime to Aaron.,to-dative
56,Sam chucked some gin to George.,to-dative
56,Tom dropped some beer on Edward.,caused-motion
56,Joe dumped some shampoo on Steve.,caused-motion
56,Jack splashed some whisky on Bruce.,caused-motion
56,Eddie sprinkled some soda on Chris.,caused-motion
56,Fred plastered Dylan with some water.,with-applicative
56,Mike coated Doug with some tea.,with-applicative
56,William rubbed David with some juice.,with-applicative
56,Mark sprayed Eric with some vodka.,with-applicative
57,Harry lent Frank some syrup.,ditransitive
57,Fred served Thomas some gasoline.,ditransitive
57,Jerry brought Doug some milk.,ditransitive
57,Eddie sent Aaron some cream.,ditransitive
57,Dylan kicked some yogurt to Adam.,to-dative
57,Edward chucked some oil to Joe.,to-dative
57,John tossed some tea to George.,to-dative
57,Joseph gave some ink to Paul.,to-dative
57,Mark dropped some juice on Eric.,caused-motion
57,Mike poured some water on William.,caused-motion
57,Jason sprayed some wine on Steve.,caused-motion
57,Sam spilled some slime on Andrew.,caused-motion
57,David dabbed Jack with some vodka.,with-applicative
57,Bob covered Don with some shampoo.,with-applicative
57,Tom plastered Michael with some paint.,with-applicative
57,Henry brushed Bruce with some honey.,with-applicative
58,George served Dylan some soda.,ditransitive
58,Bill threw Eric some cream.,ditransitive
58,Steve lent Paul some oil.,ditransitive
58,Andrew sent David some tea.,ditransitive
58,Adam tossed some syrup to Don.,to-dative
58,Fred handed some milk to Frank.,to-dative
58,Jason chucked some juice to Edward.,to-dative
58,Jerry kicked some wine to Mike.,to-dative
58,Harry dumped some soup on Thomas.,caused-motion
58,Eddie splashed some gasoline on Tom.,caused-motion
58,Chris sprayed some beer on Charlie.,caused-motion
58,Henry spilled some ink on John.,caused-motion
58,Bob dabbed Michael with some honey.,with-applicative
58,Bruce covered Doug with some whisky.,with-applicative
58,James plastered Sam with some vodka.,with-applicative
58,Jack stained Joseph with some paint.,with-applicative
59,George gave Harry some vodka.,ditransitive
59,Mike sent Henry some juice.,ditransitive
59,Michael served James some ink.,ditransitive
59,Eric offered Jason some blood.,ditransitive
59,Frank brought some syrup to Aaron.,to-dative
59,Steve tossed some tea to Andrew.,to-dative
59,Joseph handed some cream to Edward.,to-dative
59,Chris threw some beer to Eddie.,to-dative
59,Adam sprinkled some slime on Mark.,caused-motion
59,Thomas dumped some wine on Dylan.,caused-motion
59,Jack poured some coffee on Doug.,caused-motion
59,Tom spilled some yogurt on Paul.,caused-motion
59,Bill coated Charlie with some water.,with-applicative
59,William stained Joe with some milk.,with-applicative
59,Don plastered David with some gin.,with-applicative
59,Bruce brushed Jerry with some soup.,with-applicative
60,Chris lent Mike some gasoline.,ditransitive
60,Joseph offered Bruce some paint.,ditransitive
60,William gave Harry some honey.,ditransitive
60,Paul brought Jason some soup.,ditransitive
60,Joe handed some beer to John.,to-dative
60,Aaron threw some water to David.,to-dative
60,Thomas chucked some wine to Steve.,to-dative
60,Edward kicked some milk to Jerry.,to-dative
60,Fred sprinkled some shampoo on Adam.,caused-motion
60,Charlie sprayed some tea on Eric.,caused-motion
60,Sam spilled some gin on Tom.,caused-motion
60,Eddie splashed some oil on Andrew.,caused-motion
60,Mark covered Don with some whisky.,with-applicative
60,Jack rubbed Michael with some blood.,with-applicative
60,Dylan stained Henry with some soda.,with-applicative
60,Bill plastered James with some cream.,with-applicative
61,Eddie handed Bob some gin.,ditransitive
61,John bought Andrew some gasoline.,ditransitive
61,Paul brought Aaron some soup.,ditransitive
61,Mark served Bruce some beer.,ditransitive
61,Don gave some slime to Eric.,to-dative
61,Mike tossed some tea to Harry.,to-dative
61,Joe threw some oil to James.,to-dative
61,Jerry kicked some soda to William.,to-dative
61,Dylan dropped some water on Thomas.,caused-motion
61,Jack poured some vodka on Doug.,caused-motion
61,Tom sprinkled some honey on George.,caused-motion
61,Frank sprayed some shampoo on Edward.,caused-motion
61,Bill rubbed Sam with some cream.,with-applicative
61,Charlie dabbed Adam with some blood.,with-applicative
61,David stained Henry with some syrup.,with-applicative
61,Michael covered Joseph with some yogurt.,with-applicative
62,Frank sent Fred some vodka.,ditransitive
62,James served Doug some paint.,ditransitive
62,Tom lent Don some tea.,ditransitive
62,Joseph brought Steve some bleach.,ditransitive
62,Jason passed some juice to Henry.,to-dative
62,Paul offered some yogurt to Mark.,to-dative
62,Bob tossed some soda to Aaron.,to-dative
62,Edward threw some soup to Harry.,to-dative
62,Sam dumped some acid on Mike.,caused-motion
62,David sprinkled some honey on George.,caused-motion
62,Michael dropped some ink on Bill.,caused-motion
62,Jack spilled some wine on William.,caused-motion
62,Jerry brushed Adam with some oil.,with-applicative
62,Joe stained Dylan with some beer.,with-applicative
62,Eric sprayed Andrew with some coffee.,with-applicative
62,John coated Chris with some blood.,with-applicative
63,Henry lent Dylan some ink.,ditransitive
63,Jason handed Aaron some cream.,ditransitive
63,Joseph gave Eddie some wine.,ditransitive
63,Michael threw Charlie some syrup.,ditransitive
63,Jack tossed some tea to Frank.,to-dative
63,Mark sent some water to Bruce.,to-dative
63,Adam offered some beer to Don.,to-dative
63,Jerry passed some honey to Paul.,to-dative
63,Joe sprayed some coffee on William.,caused-motion
63,Doug spilled some whisky on Fred.,caused-motion
63,Edward dropped some soda on Chris.,caused-motion
63,Mike sprinkled some gasoline on George.,caused-motion
63,Tom plastered David with some blood.,with-applicative
63,Sam rubbed Thomas with some gin.,with-applicative
63,James stained John with some paint.,with-applicative
63,Andrew covered Bob with some shampoo.,with-applicative
64,William served Jack some honey.,ditransitive
64,Tom sent David some tea.,ditransitive
64,Henry passed Jerry some soup.,ditransitive
64,Andrew offered Steve some gin.,ditransitive
64,Doug handed some beer to Edward.,to-dative
64,Bruce threw some slime to John.,to-dative
64,Fred chucked some cream to Bill.,to-dative
64,Paul kicked some syrup to Aaron.,to-dative
64,Charlie dropped some juice on Thomas.,caused-motion
64,Mark splashed some vodka on Eric.,caused-motion
64,Harry poured some blood on Dylan.,caused-motion
64,Jason dumped some yogurt on Eddie.,caused-motion
64,Mike rubbed Bob with some milk.,with-applicative
64,Michael brushed Joseph with some wine.,with-applicative
64,Sam stained James with some oil.,with-applicative
64,Chris sprayed Don with some coffee.,with-applicative
65,Bill brought Frank some wine.,ditransitive
65,Eric bought Charlie some honey.,ditransitive
65,Paul passed James some blood.,ditransitive
65,William handed Jerry some juice.,ditransitive
65,Jason chucked some slime to Jack.,to-dative
65,Tom sent some cream to Doug.,to-dative
65,Aaron offered some tea to Fred.,to-dative
65,Bob threw some ink to Edward.,to-dative
65,Henry dumped some shampoo on Sam.,caused-motion
65,Harry spilled some gin on Joseph.,caused-motion
65,Don sprinkled some yogurt on Dylan.,caused-motion
65,Mark poured some coffee on Adam.,caused-motion
65,Eddie covered John with some vodka.,with-applicative
65,Andrew sprayed Mike with some beer.,with-applicative
65,David rubbed Michael with some soda.,with-applicative
65,Thomas coated Joe with some bleach.,with-applicative
66,Edward brought Mike some gasoline.,ditransitive
66,Jason bought Jerry some coffee.,ditransitive
66,Steve offered John some oil.,ditransitive
66,Doug threw Andrew some gin.,ditransitive
66,Eric handed some cream to James.,to-dative
66,Chris chucked some juice to Adam.,to-dative
66,Eddie passed some soup to Tom.,to-dative
66,Henry sent some tea to Bob.,to-dative
66,Harry poured some slime on Thomas.,caused-motion
66,Don sprayed some vodka on Sam.,caused-motion
66,Joseph splashed some syrup on Bruce.,caused-motion
66,Paul spilled some bleach on William.,caused-motion
66,David rubbed Joe with some wine.,with-applicative
66,George dabbed Aaron with some ink.,with-applicative
66,Bill covered Dylan with some shampoo.,with-applicative
66,Frank plastered Mark with some whisky.,with-applicative
67,Dylan gave Sam some paint.,ditransitive
67,John served Frank some tea.,ditransitive
67,Andrew threw Don some oil.,ditransitive
67,Doug passed Bruce some honey.,ditransitive
67,Edward handed some blood to Adam.,to-dative
67,Chris brought some soda to Jason.,to-dative
67,Eddie offered some acid to Eric.,to-dative
67,Bill kicked some soup to Charlie.,to-dative
67,Jack dropped some shampoo on Fred.,caused-motion
67,Henry poured some water on Tom.,caused-motion
67,Mark sprayed some vodka on Bob.,caused-motion
67,Thomas dumped some yogurt on David.,caused-motion
67,Michael rubbed Joseph with some syrup.,with-applicative
67,Aaron coated Mike with some beer.,with-applicative
67,William dabbed Joe with some coffee.,with-applicative
67,Jerry stained Paul with some gin.,with-applicative
68,Joseph served David some vodka.,ditransitive
68,Charlie bought Jack some juice.,ditransitive
68,Henry gave Jerry some ink.,ditransitive
68,Aaron brought Paul some paint.,ditransitive
68,Frank chucked some oil to Adam.,to-dative
68,Bruce kicked some wine to Edward.,to-dative
68,Dylan offered some cream to Tom.,to-dative
68,James passed some beer to Sam.,to-dative
68,Don sprayed some milk on Eddie.,caused-motion
68,Chris dumped some yogurt on Bob.,caused-motion
68,Mark sprinkled some syrup on Joe.,caused-motion
68,Mike spilled some blood on Doug.,caused-motion
68,George stained Thomas with some tea.,with-applicative
68,Steve dabbed Jason with some gin.,with-applicative
68,Fred brushed Eric with some gasoline.,with-applicative
68,John rubbed William with some soda.,with-applicative
69,Henry offered Bob some bleach.,ditransitive
69,Paul brought Edward some gasoline.,ditransitive
69,Adam served Jerry some wine.,ditransitive
69,Mike handed Charlie some tea.,ditransitive
69,Mark passed some yogurt to Doug.,to-dative
69,Steve threw some acid to Jack.,to-dative
69,Don sent some blood to Fred.,to-dative
69,George gave some slime to David.,to-dative
69,Jason spilled some paint on Joe.,caused-motion
69,Sam splashed some syrup on Bruce.,caused-motion
69,John sprayed some shampoo on Frank.,caused-motion
69,Eddie sprinkled some whisky on Michael.,caused-motion
69,Dylan plastered Joseph with some cream.,with-applicative
69,William coated Bill with some water.,with-applicative
69,Eric brushed Andrew with some oil.,with-applicative
69,Tom covered Harry with some coffee.,with-applicative
70,Jack brought William some juice.,ditransitive
70,Bill offered Andrew some milk.,ditransitive
70,Charlie sent Don some soda.,ditransitive
70,Harry threw Tom some blood.,ditransitive
70,Edward tossed some ink to Aaron.,to-dative
70,Fred passed some acid to Doug.,to-dative
70,James chucked some oil to Joseph.,to-dative
70,Jason gave some yogurt to Dylan.,to-dative
70,Mike sprayed some beer on Joe.,caused-motion
70,Jerry splashed some wine on Bob.,caused-motion
70,Bruce poured some syrup on Paul.,caused-motion
70,Mark dumped some cream on Chris.,caused-motion
70,Henry coated Thomas with some slime.,with-applicative
70,Frank plastered Steve with some gin.,with-applicative
70,John dabbed Eddie with some honey.,with-applicative
70,Michael brushed George with some coffee.,with-applicative
71,Harry passed Andrew some oil.,ditransitive
71,Fred offered Tom some bleach.,ditransitive
71,Frank handed Mike some gasoline.,ditransitive
71,Chris gave Doug some vodka.,ditransitive
71,Charlie sent some cream to Eddie.,to-dative
71,Bob chucked some soup to Adam.,to-dative
71,Michael tossed some wine to Aaron.,to-dative
71,William threw some honey to Don.,to-dative
71,George poured some beer on Eric.,caused-motion
71,James dumped some milk on Bruce.,caused-motion
71,Jerry dropped some syrup on Edward.,caused-motion
71,Mark spilled some slime on Joe.,caused-motion
71,Jason rubbed Sam with some gin.,with-applicative
71,David stained Paul with some paint.,with-applicative
71,Steve covered Thomas with some juice.,with-applicative
71,Dylan plastered Joseph with some water.,with-applicative
72,Andrew sent James some water.,ditransitive
72,Joe bought Joseph some gin.,ditransitive
72,Bruce lent Henry some juice.,ditransitive
72,Jack gave Sam some yogurt.,ditransitive
72,Bill kicked some shampoo to Adam.,to-dative
72,Edward chucked some vodka to Steve.,to-dative
72,George passed some honey to Michael.,to-dative
72,John threw some cream to Dylan.,to-dative
72,Jerry sprinkled some oil on William.,caused-motion
72,Eddie splashed some acid on Paul.,caused-motion
72,Fred sprayed some tea on Frank.,caused-motion
72,Harry dropped some coffee on Aaron.,caused-motion
72,Doug covered Chris with some whisky.,with-applicative
72,Thomas stained David with some ink.,with-applicative
72,Eric plastered Jason with some paint.,with-applicative
72,Don dabbed Bob with some wine.,with-applicative
73,David sent Henry some juice.,ditransitive
73,Thomas gave Eric some slime.,ditransitive
73,Mark brought Harry some syrup.,ditransitive
73,Joseph bought Paul some milk.,ditransitive
73,Fred chucked some vodka to Mike.,to-dative
73,Bob handed some paint to Dylan.,to-dative
73,Jack offered some bleach to Sam.,to-dative
73,Jerry tossed some acid to Edward.,to-dative
73,Jason dropped some oil on George.,caused-motion
73,Joe sprayed some cream on Aaron.,caused-motion
73,James spilled some water on Steve.,caused-motion
73,Doug dumped some tea on Don.,caused-motion
73,Adam stained Frank with some soda.,with-applicative
73,Bill coated Andrew with some whisky.,with-applicative
73,Eddie rubbed Michael with some honey.,with-applicative
73,William brushed Tom with some beer.,with-applicative
74,Jerry offered Eric some whisky.,ditransitive
74,Bob served James some yogurt.,ditransitive
74,Mark sent Henry some oil.,ditransitive
74,William lent Aaron some bleach.,ditransitive
74,Thomas gave some honey to Doug.,to-dative
74,Jason tossed some juice to Chris.,to-dative
74,Frank kicked some cream to Charlie.,to-dative
74,Bill handed some gasoline to Edward.,to-dative
74,Harry poured some water on Eddie.,caused-motion
74,Bruce dropped some coffee on Don.,caused-motion
74,John splashed some syrup on Fred.,caused-motion
74,Joseph sprayed some paint on Andrew.,caused-motion
74,George rubbed Adam with some soup.,with-applicative
74,David stained Joe with some beer.,with-applicative
74,Steve coated Jack with some slime.,with-applicative
74,Dylan plastered Paul with some tea.,with-applicative
75,Sam gave Doug some cream.,ditransitive
75,David offered Michael some coffee.,ditransitive
75,Don threw George some acid.,ditransitive
75,Frank passed Mike some whisky.,ditransitive
75,Jack kicked some juice to Eric.,to-dative
75,Paul chucked some soda to Harry.,to-dative
75,Edward sent some soup to Tom.,to-dative
75,Dylan handed some water to Eddie.,to-dative
75,Adam dropped some beer on Charlie.,caused-motion
75,Fred spilled some tea on Aaron.,caused-motion
75,Bruce sprayed some gin on Joseph.,caused-motion
75,John sprinkled some milk on Mark.,caused-motion
75,Chris rubbed Henry with some slime.,with-applicative
75,Thomas covered Steve with some yogurt.,with-applicative
75,Bob dabbed Jerry with some oil.,with-applicative
75,William plastered James with some wine.,with-applicative
76,Jason sent Mark some paint.,ditransitive
76,Edward passed Michael some milk.,ditransitive
76,James handed Paul some gin.,ditransitive
76,Dylan gave Joe some coffee.,ditransitive
76,Mike threw some cream to Steve.,to-dative
76,Fred brought some ink to Tom.,to-dative
76,George tossed some blood to Adam.,to-dative
76,Frank chucked some honey to Eric.,to-dative
76,Sam sprayed some tea on Andrew.,caused-motion
76,Bruce dropped some slime on Thomas.,caused-motion
76,William dumped some acid on Chris.,caused-motion
76,Bob splashed some whisky on Jack.,caused-motion
76,Bill rubbed Henry with some wine.,with-applicative
76,Doug plastered Jerry with some juice.,with-applicative
76,Charlie covered Harry with some water.,with-applicative
76,Eddie brushed Joseph with some soda.,with-applicative
77,Henry served Jerry some syrup.,ditransitive
77,Eric brought Andrew some shampoo.,ditransitive
77,Michael offered Aaron some vodka.,ditransitive
77,Harry bought Steve some gasoline.,ditransitive
77,Edward chucked some milk to Frank.,to-dative
77,Jack kicked some blood to Dylan.,to-dative
77,Chris tossed some juice to Paul.,to-dative
77,Charlie gave some gin to Bruce.,to-dative
77,Tom dropped some whisky on Doug.,caused-motion
77,Bob dumped some tea on Adam.,caused-motion
77,Jason sprinkled some slime on Mike.,caused-motion
77,Thomas splashed some oil on Fred.,caused-motion
77,Don covered Sam with some beer.,with-applicative
77,Joseph rubbed David with some soup.,with-applicative
77,Eddie dabbed James with some bleach.,with-applicative
